item,mean RT,sd for RT,mean rating,sd for rating
conclude,2249.9,1975.8,3,2.4
concrete,1476.5,989.9,6.2,1.9
concur,2062,1731.3,2.6,1.9
condemn,2064.7,1490.3,4.5,2.4
condo,1529.3,742.7,6.1,1.5
condom,1763.9,1565.1,6.7,0.6
condone,2304.9,1083.3,2.2,1.6
condor,1556.4,1410,3.7,2.6
conduct,2355.9,2190,3.2,2
confer,1938.3,1348.8,2.7,1.8
confess,1992,1637.7,4.6,2.2
confide,2321.7,2492.7,3.1,2
confine,1917.3,1915.1,3.3,2.2
confirm,2282.7,2209.5,2.7,2.2
conflict,2676.3,3239.4,4.3,1.8
conform,2447.9,2949.2,3.4,1.9
confound,1742.4,1592.9,2.1,1.5
confront,2534.9,2434.3,4.4,1.9
confuse,2199.4,2297.4,3.4,2.2
conga,1998.9,2682.7,4.4,2.3
congress,1557.4,1337.7,5.5,1.8
conjure,1853.4,1523.8,3,2.1
connect,2382.8,2580.5,3.3,2.1
conquer,2120.8,1507.2,4.3,2.2
conquest,2225.5,2080.4,4,2.2
conscience,2411,1912,3.6,2.1
consent,1563.1,1845.1,3.1,2.3
conserve,2015.1,1565.6,3.4,2
console,2003.1,1891.1,4,2.2
consort,1754,1397,2.6,1.8
conspire,1638.1,1041.4,3,2.1
constant,1950.5,1237.7,3.6,2.1
construct,1970.4,1897.4,5.2,2
consul,2238.9,1787.3,2.9,2.1
consult,2685.1,3045,2.8,2
consume,2199.1,1858.3,4.7,1.8
contact,2243.8,1646.1,4.2,2.4
contain,2177.4,2131.5,3.5,2.2
contempt,1876.6,1387.4,2.9,1.8
contend,2244.3,2281,2.6,2
content,1990.8,1325.9,3,2
contest,1786,1179.9,4.2,2.3
context,1875.9,1366.4,2,1.3
contract,2077.4,1340.3,4.2,2.4
contraire,2025,2510.4,1.9,1.2
contrast,1866.2,1500.4,3.8,2.2
control,2028.1,1727.6,3.4,1.8
convene,1967.9,1788.5,2.7,1.9
convent,2027.3,1293.9,5,2.5
converge,2669.2,2730.9,3.6,2.1
converse,2073.6,1287.6,4.1,1.9
convert,2114.1,1313.2,3.4,2.4
convey,1909.5,2620.3,2.4,1.8
convict,2183.9,2315.3,4.9,2
convince,2058.1,1274.2,3,1.8
convoy,1691.3,1168.2,4.1,2.6
cookie,895.3,246.6,6.6,1.2
coolant,1565.9,670.8,4.8,2.4
copper,2390.9,5784.2,6.2,1.7
copy,1865,1355.4,4.2,2.5
coral,1307.6,732.3,6.1,1.8
cordial,2089.5,1835.1,2.7,1.9
cordon,2210.7,1901.8,2.4,2
corpus,3893.7,5322.8,3.8,2.3
corral,1584.3,881.3,6.2,1.6
correct,1555.3,1032.8,3.9,2.4
corrupt,2772.6,3334.1,3.3,2.2
corsage,1453.2,721.8,6,2.2
corset,1306.5,494,6,1.9
cortex,2444,1775.5,3.8,2.2
cosmic,1609,1092.6,3.9,2.5
cosmos,1585.6,1026.5,4.9,2.3
costume,1646.9,1043.6,6.5,1.4
cosy,1634,1019.4,3.7,2.3
cottage,1165.2,668.5,6,1.9
cotton,1546.1,2060.3,6.7,1.1
cougar,1187.2,591.8,6.5,1.4
council,1598.3,991.6,5.2,1.9
counsel,2425.4,2278.1,4.7,2.2
countess,2774.1,4685.4,4.3,2.5
country,1551.7,1116,6.5,1.3
county,2082.4,1429,5,2.3
couple,948,1512,5.9,1.4
coupon,1418.2,1788.6,6.3,1.6
courage,2451.5,2818.9,4.2,2.1
cousin,1532.8,1345.3,6.2,1.7
coven,2139.3,2283.9,2.7,2.1
cover,1690.4,881.7,5.5,1.9
covert,1859.6,1214.3,3,2.3
covet,2193.3,2221.5,3.2,2.1
coward,1727.8,1198.4,4.7,2
cozy,1934.1,1582.2,5.1,2
crackle,2189.2,2211.6,5.1,1.9
cradle,1432,725.1,6.1,1.5
crater,1448,718.7,6.3,1.4
crazy,1952.4,1535.5,5.2,2.1
create,1954.8,1624.9,3.8,2.3
creature,1599.1,978.8,6,2
credit,2276.6,2287.3,4.4,2
credo,1944.1,2070.6,1.7,1.1
crescent,1759.3,1407.6,5.5,2
cretin,2080.9,1171.6,3,2.2
cricket,1384.9,904,6.3,1.6
crimson,1539,1004.4,5.5,2
cripple,1448.4,799.3,6.3,1.1
crisis,1728,1046.6,4.4,2
critic,1314.7,363.9,4.6,2.2
critter,1482.8,661.4,6.2,1.5
crooked,2579.1,4491.2,4.8,2.2
croquet,1485.8,764.3,5.2,2.3
crucial,2380.7,1524.7,2.8,2.1
crumble,2941.5,5073.9,5.4,2
crusade,1589.2,1121.9,5,2.4
cryptic,1832.8,1259.1,2.8,2
crystal,1478.3,1765,6.5,1.3
cubic,1902.8,1180.4,4.9,2.3
cuckoo,2439.1,2060.6,4.7,2.2
cuddle,1370.2,735.8,6.1,1.4
cuisine,1359.2,547.1,5.3,2
culprit,1882.5,1771.9,4.4,2.4
culture,1896.2,1174,4.5,2.1
cunning,2020.1,1273.2,4,2.1
curfew,2122,1889.4,3.8,2.6
current,2005.5,1545.4,3.8,2.3
curry,1954.8,1778.8,4.1,2.4
curtain,1354.4,781.1,6.4,1.4
curtsy,1533.9,930.3,5.3,2.4
cushion,1202,620.8,6.1,1.7
custard,1725.7,1061.5,5.4,2.1
custom,2488.6,3440.6,3.3,2.1
cycle,1613.8,1017.7,6.1,1.7
cynic,1827.3,1102,2.7,2
dabble,1804.1,1054.7,2.8,2.2
daddy,1313.1,883.6,6.6,1.2
dagger,1135.8,438.9,6.4,1.7
dainty,1793.9,1143.1,3.8,2.4
dairy,1311.1,770.1,6.2,1.5
daisy,774.4,1449.3,6.6,1.4
damage,1998.4,2244.9,5.1,2.2
damsel,1471.9,1052.6,4.8,2.2
dandruff,1406.5,1044.9,6.4,1.4
dandy,2032.5,1401.9,3.1,2
danger,2067.9,1966.2,4.6,2.1
dangle,1822.5,1498.5,5.5,1.9
dapper,1977.8,1545.3,2.9,2.4
darling,1821.1,1420.6,4.6,2
data,1966.9,1267.2,5,2.2
daughter,1033.2,373.6,6.8,0.5
dawdle,1876,1664.2,2.7,1.9
dazzle,2674.6,3962.3,4.4,1.8
deacon,1408.4,590.7,5.1,2.5
deadline,2116.8,1871.7,3.6,2.4
dealer,1363.4,524.5,5.6,1.9
debate,1619.6,1105,4.3,2.2
debris,1533.6,717.9,5.4,1.9
debut,1989.5,2030.2,3.3,2.4
decade,2323.1,2496,3.7,2.6
decaf,1869.1,1172.4,5,2.3
decay,3565.5,6864.4,5.4,1.8
deceit,2391.7,2681.3,2.7,1.9
deceive,2051.1,1302.3,3.2,1.9
decent,2710.3,2563.5,2.8,1.9
decide,1836.8,1338,2.4,1.6
declare,1742.9,934.7,3.5,2.1
decline,2272.4,2289.6,3.9,2.1
decor,1614,1041.4,4.9,2.2
decoy,1778.1,1390.4,4.9,2.1
decrease,3246.5,3493,3.9,2.3
decree,3271.5,5561,3.3,2.3
deduce,2410.9,4262.3,2.2,1.8
deduct,1732.3,1324,2.7,2
default,1842.8,1273.3,3.4,2.2
defeat,2162.2,2005.7,4,2.2
defect,2107.3,1532.3,3.2,2.1
defence,2833.4,2603.3,3.4,2.3
defend,2288,2099.6,3.5,1.9
defense,2906.3,3552.8,3.8,2
defer,1747.8,1285.6,2.3,1.9
define,1748.7,1100.5,2.9,2.2
deflect,2071.7,1223.6,3.8,2
defuse,1705.9,1112.9,3.1,2.3
defy,1863.1,1701.4,3.2,2.4
degrade,2396.4,2047.1,3.3,2.1
degree,2049.8,1404,5,2.4
delay,1917.2,1572.1,3.1,2.1
delete,2422.3,2283.3,5.2,2.1
delight,1930.9,1255.2,4.1,2.1
deluxe,2185.3,1762.2,3.7,2.2
demand,1878.9,1197.7,3.5,2.3
demise,2042.6,1727.3,3.4,2.3
demon,1985.7,3649.4,6.1,1.6
denim,1127.4,414,6.2,1.7
denounce,1826,1400.6,2.9,2.3
dental,1698.2,1487.6,6.2,1.1
dentist,1021.5,646.5,6.7,0.9
depart,1927.5,1785.5,3.6,1.8
depict,1797,1161.6,2.5,1.6
deploy,1539.1,861.3,4.4,2.3
deport,2385.1,1946.4,3.7,2.2
depot,1658.2,956.9,4.1,2.3
depress,2347.4,1591.5,4,2.2
deprive,1879.8,2223.8,3,2.4
derby,1487.8,999.2,4.2,2.5
derive,2307.7,2158.6,2.9,2
descend,1898.6,1566.9,4,2.1
descent,3181.8,2600.5,3.3,2
describe,2181.5,1591,2.7,2.1
desert,1492.2,794.1,6.5,1.4
deserve,2106.9,1629.2,3.2,2.3
design,3488.2,10855.1,4.5,2.2
desire,2438.5,2581.2,3.2,2
desist,2653.2,3156.1,2.7,2.1
despair,1725.2,1228.3,3.9,1.9
despise,3112.7,5865.7,3.5,2
despite,2312.7,3523.8,2.4,2
dessert,1214,577.8,6.8,0.8
destroy,1705.3,1651.4,5.1,2
destruct,2414.4,1830.3,4.3,2.1
detach,2056.1,1817.1,3.6,2
detail,3043,4151.4,2.9,2
detain,1906.6,1199.8,3.4,2.3
detect,2659.8,2747.7,3.2,2.4
detest,2289,1281.7,2.5,2
detour,1600.9,838.3,4.6,2.3
detox,1976.9,1966.1,4.2,2.5
device,2190.1,2385.6,4.9,2.1
devil,1015,289.8,6.4,1.4
devise,3073,5109.9,3.4,2.3
devoid,1798.5,1445.2,1.9,1.4
devote,2302.4,2181.5,2.7,2
devour,1578.9,1175.4,4.6,2.2
devout,1976.9,1577,3,2
diaper,1345.8,768.1,6.7,0.9
dictate,2283.9,1994.1,3.2,2.2
diesel,1788,2436.7,6,1.6
diet,1896.1,1554.9,5.4,2.1
differ,2274.7,1612.6,3.1,2
diffuse,1738.7,1183.7,3.4,2.1
digest,1821.8,1082.9,5,2
digit,1601.8,1383.1,5.6,2.3
dildo,2075,1134.8,5.8,1.7
diner,1460,1317.3,6.3,1
dinghy,1861.4,975.5,3.1,2.5
dinky,1727.1,975.1,4,2.4
dinner,1752.1,2142.6,6.4,1.5
direct,2114.1,2080.1,3.2,2.2
dirty,1492.7,701.1,6.1,1.5
discard,2583.8,3009,4.1,2.3
disclose,2421.1,3107.4,2.6,2
disco,1230.4,613.5,6.4,1.2
discord,1887,1444,2.3,1.9
discount,1909,1298.7,3.5,2.4
discreet,2333.8,1952.9,3,1.8
discuss,2895.3,3156.7,3.3,2.2
disdain,1938.7,1500,2.5,1.9
disease,1439,926.9,5.3,2.2
disgrace,2485.1,2462.9,3,2.1
disgust,3165.8,2786.6,4.2,2
dismal,1906.8,1353.9,3.2,2.2
dismiss,1714.2,841,3.8,2.2
dispatch,1860,1079.9,3,2.2
dispense,2025.2,1483.4,4.1,2.2
disperse,2702.8,3846.5,3.4,2.1
display,2275.8,2271.3,4.5,2.1
dispose,2222.1,2004.1,4.1,2
dispute,2033.1,1832.8,3.7,2.3
disrupt,2478.1,2775.9,3.8,2.2
dissect,1820.1,889.3,4.9,2.3
dissent,2878.6,4800.4,2.8,2.1
dissolve,1870.9,1761.8,4.1,2.2
dissuade,1835.3,1578.4,1.8,1.8
distant,1962.7,1433.9,3.7,2.1
distinct,2066.7,1460.8,3.1,2.1
distract,2571.9,3556.7,3.5,2.3
distress,2063.4,1297.7,3.9,2.2
district,2274.6,2416.9,4,2.3
disturb,2479.2,3022.1,3.8,2.1
ditto,2428.3,2043.3,3.1,2.2
ditty,2333.5,2730.9,1.8,1.5
diverse,1753.5,1252.4,4,2.4
divert,2791.9,3439.8,3,2.2
divide,1965,1396,4.7,2
divine,2086.2,1543,4.2,2.4
divorce,1580.5,1345.4,4.7,2.5
divulge,1922,2322.3,2.1,1.7
dizzy,1542.3,1070.7,4.9,2.1
docile,1918.3,1370.6,3,2.1
docket,1946.6,1118.6,2.4,2.2
doctor,1310.6,1411.4,6.9,0.5
doctrine,1907.8,1334.5,4.3,2.3
doing,1917.9,2888.9,2.5,2.1
dollar,1141.1,639.2,6.9,0.4
dolphin,937.8,290.6,7,0.2
domain,2343.7,2180.9,3.3,2.2
donate,1802.1,1446.8,4.4,2
donkey,1413.8,1416.7,6.8,1.1
donor,2019.2,1527.3,4.6,2.1
donut,1377.3,1077,6.9,0.2
doodle,1454.2,758.9,5.6,1.9
doozy,2489.7,2134.3,3.3,2.2
dormant,1884,1181.4,4.1,2.4
dorsal,1672.4,1425.3,4.5,2.6
dosage,2187.3,2015.7,3.9,2.1
double,1632.1,1031.5,5.3,1.8
doughnut,1228,771.3,6.8,0.5
downtown,1381.8,834.1,5.8,2
dowry,2241.3,1444.3,4.2,2.2
dozen,1302.1,580.7,6.1,1.6
dragon,1145.5,656.9,6.7,0.8
drama,1734.7,1116.7,4.9,2
drastic,2872.7,3113.9,3.3,2
drawing,1271.5,671.1,5.7,2
dreary,1671.6,1154.7,3.7,2.3
dresser,1431.5,1049.7,6.2,1.4
dribble,1522.4,1308,5.9,1.6
drifter,2723,5438.2,4.6,1.9
drivel,1872.1,1647.3,2,1.7
drowsy,1392.1,695.7,4.7,2.3
druthers,1814.2,1679.5,1.6,1.3
dryer,1124.9,399.5,6.1,2
dual,1713.6,1273,5,2.1
duel,2057.4,1768.7,5.2,2.1
duffel,1297.9,751,4.8,2.3
duly,1664.2,1244.7,2.1,2
dummy,1840,1393.3,5.3,2.1
dumpster,1334.5,1434.5,6.3,1.5
duress,1781.1,1376.4,2.6,1.7
during,2086.3,2228.8,2.1,1.7
duty,1564.1,1009.5,4,2.4
eager,1907.1,963.5,3.3,1.8
eagle,1130.3,521.2,6.4,1.5
early,2806.2,3423.4,3.9,2.3
earnest,2549.9,2632.9,2.2,1.6
earring,1381,678.2,6,2
easy,2093.8,1829.8,3.2,2.2
echo,2177.6,2143.6,4.2,2.5
eclipse,1286.6,555.6,5.9,1.5
edit,1700.6,836.6,3.7,2.3
eerie,2080.3,1913,4.1,2.2
effect,2320.1,1994.1,2.8,1.8
effort,1778.1,1211.1,3.5,2.1
either,1623.6,1302.4,2.3,1.6
eject,1734.1,1213.2,4.7,2.4
elbow,940.3,251.2,6.5,1.5
elect,1804.2,1254.5,4.4,2.3
elite,2143.2,2497,4.4,2.1
email,1562.6,1735.4,6.3,1.3
embark,1479,1909,3.3,2.2
emblem,1821.7,956.6,5,2.4
embrace,1504.1,951.4,5.1,2
emerge,2358.8,1919.4,4.3,2
empire,2558,4773.9,5.8,1.7
employ,1937.9,2342.1,4,2.4
empty,2253.5,4376.7,5.5,2
encore,2044.9,1319.8,3.1,2.3
endorse,2122.2,2577.5,3.1,2.3
endure,1884.2,1740.3,2.9,2.1
enforce,2165.4,1489.1,3.7,2.1
engage,2406.1,2146.2,3.8,2.2
engine,1114.7,527.7,6.3,1.9
enhance,2137.6,2057.1,3.6,2.3
enjoy,2066.1,1415.2,3.7,2.3
enlist,2101.9,2185.6,3.5,2.4
enough,1743.3,1522.2,2.7,2.2
enroll,1872,1813.4,4.2,2.2
ensign,2307.5,2449.5,1.8,1.4
ensure,1589.8,1079.3,2.6,2
enter,2012.7,2108.3,4.1,2.3
entice,1685.6,733.1,3.2,2
entire,2378.6,2001.8,3,2.1
entrails,1826.6,1757.1,3.8,2.6
entrance,2084,3305.9,5.9,1.9
entree,1964.1,1482.9,5.2,2.1
entry,1667.7,1461.4,4.9,2
envoy,2212.7,1508.5,2.4,2
envy,1997.1,1583.6,4,2.5
enzyme,1875.9,1156.5,4.8,2.1
epic,1650.8,1135.1,4.2,2.4
equal,1813.5,1328.5,4.8,2.1
era,3196.8,4950.5,3.2,2.1
erase,1869.5,1146.9,5.6,1.8
erect,1541.9,874.5,5.8,2
ergo,1727.3,1055.9,2.1,1.8
ermine,1375.4,1707.7,1.7,1.9
errand,1878,943.9,4.7,2.2
error,1911.8,1131.1,4.8,2.3
escape,2552.2,2652.8,4.5,2.2
escort,1851.4,1829,5.5,1.9
escrow,1812.3,1704.9,2.3,1.9
essay,1427.9,689.3,5.7,2
essence,1876.4,1244.8,2.8,2
estate,1394.9,753.5,4.7,2.4
esteem,2129.5,2029.3,3.3,2
ether,1627.6,614.5,2.8,2.3
ethic,2427.5,1862.4,2.9,2
ethics,2130.1,1884.5,2.8,2.2
ethnic,1634.7,1635.8,4.7,2.1
evade,1971.3,1773.2,3,2.2
even,1845.5,2057.3,3,2.3
ever,1421.2,755,1.8,1.3
every,1788.9,981.5,2.4,2
evict,2171.3,2016.2,4.2,2.3
evolve,1884.2,1344.2,4.1,2.4
exam,1208.8,530.1,6.2,1.4
exceed,3026.5,3961.7,2.9,2.1
excel,1994.1,1345.3,3.6,2
except,1966.7,1939.7,2.3,1.8
excess,2122,1662.3,3.7,2
exchange,3029.5,3697.4,4.1,2.3
excite,2246.4,3037.3,4.4,2.1
exclude,2377.4,2421.9,3.5,1.8
excuse,2413.9,2320.1,3.1,2.1
exempt,1819,1614.4,3.2,2.1
exert,1974.9,1441.3,3.2,2
exhale,2105.6,3255.7,4.8,1.9
exhaust,2411.1,2084.2,4.7,2.6
exile,1949.1,1449.8,3.6,2.6
exist,2060.5,1807.8,3.3,2.3
exit,1527.1,854.5,6.2,1.3
expand,1752.7,1215.4,4,2.2
expect,2062.5,1839.6,3.1,2.1
expel,1991.9,2170.1,3.7,2.4
expense,2570.1,1841.8,3.7,2.1
expert,2221.8,1900.5,4.5,2.3
expire,2281.6,2603.9,3.7,2.3
explain,2174.8,2438.4,3.6,2.3
explode,1672,1402.5,6.4,1.6
exploit,3070.4,5249.4,2.7,1.9
explore,2124.7,1935.8,4.5,1.9
export,2166.2,1533,3.3,2.2
expose,3204.5,5383.5,4.1,2.3
express,1825.4,1462.5,3.9,2.4
extend,1977.5,1627.2,4,2.3
extent,2123.7,1449.4,2.6,2
extinct,2129.8,2877.3,4.7,2.3
extort,2109.3,2549.5,1.8,1.6
extra,1868.5,1578.6,3.5,2.1
extract,2216.1,3247.4,4,2
extreme,1987,1933.9,4.1,2.4
fabric,1498.1,1693.2,6.1,1.5
facade,2990.4,4042.9,2.6,1.7
facial,1827.7,1372.9,5.8,1.7
faction,2335.6,1666.7,3.2,2.2
factor,2191,1421.4,3.3,2.3
failure,2334.9,2378.9,3.8,2
fairy,1302.3,777,6.1,1.5
falcon,1352.1,1264.3,5.4,2.2
fallow,2795.8,4582.5,2,1.8
famine,1859.4,1515.6,5.1,2
famous,2246.6,2657.3,5.4,1.8
fancy,1489.8,1015.3,5,2.2
fanfare,2265.6,1854,3.2,2
farewell,1725.4,1152.8,4.3,2.2
farmer,1077.9,569.8,6.7,1
farther,2066.5,1546.3,3.6,2
fashion,1752.5,1788.8,5.7,1.6
fatal,1876.3,3035.2,5,2.2
father,1310.9,1517.8,6.6,1.3
fathom,1729.6,985.8,2.5,1.7
fatigue,1876.1,2057.2,4.3,2
faucet,1724.9,1593.2,6.3,1.7
fauna,1563.1,707.3,2.7,2.5
favor,2105.9,2011.8,3.1,2.1
feather,1380.6,1813.3,6.4,1.5
feature,1965.9,1252.9,3.6,2.4
fecal,1877.6,1443.2,4.7,2.3
feces,1677.5,1442.5,5.9,2.2
feeble,2252.8,2442.4,3,2.2
feeling,2124.1,1387.1,3.5,2.2
feline,1689.4,1189.7,5.3,2.5
fellow,1892.5,1117,3.3,2.2
felon,1629.5,762.2,5.3,2.2
female,1414.8,1300,6.6,1.1
femme,1851.3,1713.4,2.8,2
femur,1422.8,582.8,5.9,1.9
fender,2275.8,2462.4,4.7,2.4
fennel,2025.9,1593.7,2.5,2.3
ferret,1232.5,863.9,6.5,1.4
ferry,1475.6,859.7,5.4,2.2
fertile,2123.4,2150.4,4.7,2.2
fester,2344.3,2891.6,3.8,2
festive,1944.2,1230.7,5.1,2.2
fetal,2389.8,2470.4,5,2.1
fetish,2104.9,1933.5,3.8,2.4
fetus,1195.7,694,6.5,1.4
fever,1458.6,791.1,5.3,2.4
fiber,1606.4,747.1,5.1,1.9
fibre,2269.3,2795.8,2.7,2.3
fickle,2178.3,2871.3,2.5,1.9
fiction,2187.3,1534.8,3.7,2.2
fiddle,1398.8,1350.6,5.8,2
figment,1998.1,1088.1,3,2.1
figure,1864.7,1611.9,4.7,2.2
final,2559.3,2476.8,4,2.1
finance,2246.7,2302.1,4.4,2.1
finesse,2031.2,1082.6,3.1,2.2
finger,1209,594.6,6.9,0.4
finish,1715.4,1488.5,4.1,2.3
finite,2710.6,3049.3,2.8,1.8
fiscal,1703.4,809.3,2.2,1.9
fitness,1496.1,1169.5,5.4,1.6
fixture,1844.1,1374.3,4.6,2.2
flagrant,1964.2,1260.1,2.8,2.1
flannel,1504,1098.7,6.2,1.9
flavor,1581,891.3,4.3,2.5
flier,2157.5,1430.2,4.7,2.4
flimsy,1758.2,1381,4.9,2.2
floozy,1803.5,1388.1,3.8,2.4
flourish,1903.8,1212.8,4,2.2
flower,1408.8,1368.4,6.5,1.3
fluent,1707.2,1099.4,3.5,2.3
fluid,1910.1,1659.1,6.1,1.4
flutter,1720,1246.4,4.8,2.1
flyer,1571.1,1079.2,6.1,1.6
focus,2194.8,3133,3.8,2.3
folder,1398,739.8,6.6,1.3
follow,1885.6,1851.1,4.3,2
folly,2022,1632,3.3,2.3
fondue,1356.6,718.4,6.3,1.9
footage,1718.5,766.7,4.8,2
football,1231.3,740,6.6,1.2
forbid,1903.6,1544.1,3.6,2.3
forego,2207.3,3186.8,2,1.5
forehead,1355.1,659.3,6.7,1.1
foreign,1688,1120.2,3.8,2.2
forest,1134.9,588,6.7,0.8
forfeit,2073.5,2317.1,3.1,2.2
forget,2577.4,3130,3.1,2.1
forgive,2179.3,2173.9,3.7,2.3
forgot,2360.8,2597.2,2.7,2
formal,1700.8,1217.6,5.1,2.1
format,1702.7,1447.2,2.6,2
former,1836.5,1374.8,3.3,2.1
forsake,2076.8,1545.6,2.8,2.2
forte,2268.6,1888.7,2.4,2.1
fortress,1404.7,794.4,5.8,1.7
fortune,2170.8,1432.1,5,2.1
forum,1668.9,1335.7,3.8,2.4
forward,2284.9,3289.4,4.1,2.2
fossil,1405,1120.5,6.2,1.7
fountain,1400.4,724,6.2,1.5
foyer,1765.5,1360.4,4,2.5
fraction,2206.9,1647.2,4.9,2.2
fracture,2009.7,1846.1,5.7,2.1
fragile,2263.7,2345.6,4.7,2.4
fragment,2207.9,2017.2,5.2,1.8
frantic,2329,2278.2,3.9,2.2
freckle,1136.9,475.9,6.7,1.7
freebie,1922.4,874.7,3.9,2.2
freedom,1789.6,859.8,4.6,2.3
frenzy,1958.3,1660.8,4,2.2
friction,2644.1,1844.1,4.8,2
friendship,1995.2,1919.9,5.1,2.2
frigid,1799.7,1242.4,4.5,2.4
frisky,1932.1,1840.6,4.4,2.4
frolic,2024.3,1583.7,4,2.3
frontier,1646.1,791.7,5.1,2
frozen,1265.3,690.9,6.1,1.6
fulfill,1662.3,912.3,2.5,1.9
fumble,1422.1,892.5,4.9,2.4
function,2343.7,2046.9,3.1,2.1
fungus,1305.4,706.6,6.1,1.8
funnel,1389.3,983.2,6.7,1.1
funny,1375.1,802.3,4.7,2.3
furlough,2296.4,1728.7,1.9,1.9
furnace,1193.4,496.5,6,2.2
furnish,2365.8,2683.1,4.6,1.8
further,2130.1,1919.1,3.7,1.9
fury,1988.7,1411.3,4.4,2.1
fusion,2015.6,1152.7,4.1,2.3
futile,2340.5,1503.3,2.7,2.1
futon,1278.8,542,6.2,1.6
future,2022.3,1391.2,4,2.4
gable,1974.2,1316.8,1.9,1.5
gadget,2173.4,3291.2,5.8,1.3
gala,4051.1,13468.8,3.6,2.3
gallant,2309.8,1813,3.1,2.3
galley,3640.4,10492,4.3,2.6
gallon,1163.4,459.5,6.5,1.5
gallop,1623.1,1296.6,5.9,1.9
gallows,1896.9,1724.4,4.2,2.5
galore,2118.5,1864.6,2.8,2.2
gamble,2084.2,3072.4,5.6,2
gander,2273.9,1717.9,3.7,2.1
gangrene,1826.6,1070.7,4.6,2.4
gangster,1252.5,799.5,6.6,1.1
garage,756.6,1453.9,6.8,0.6
garbage,1184.6,888.4,6.4,1.3
garden,1358,1648.3,6.8,0.8
gargle,2176.4,1710.5,5.5,1.7
garland,1448.5,610.3,4.5,2.5
garlic,1146.9,437.8,6.5,1.2
garment,1663.3,1179.9,5.9,1.7
garnish,1610.5,1153.8,5,2.1
garter,1807.5,1304.5,4.3,2.6
gasket,1792.5,1207,3.7,2.4
gather,1669.4,1400.7,4.3,2.2
gator,1155.6,557.1,6.6,1.2
